case,year,Fuel,Scenario,TechSensitivity,Total Subsidy
statedpolicy_dgsolar_nuclear_noflexibleload,2030,DG Solar,SP + High Solar + Nuclear,No Flexible Load,73.77
statedpolicy_dgsolar_nuclear_noflexibleload,2040,DG Solar,SP + High Solar + Nuclear,No Flexible Load,49.08
statedpolicy_dgsolar_nuclear_noflexibleload,2050,DG Solar,SP + High Solar + Nuclear,No Flexible Load,41.98
statedpolicy_dgsolar_nuclear_nointertrans,2030,DG Solar,SP + High Solar + Nuclear,No Interregional Transmission Upgrade,73.93
statedpolicy_dgsolar_nuclear_nointertrans,2040,DG Solar,SP + High Solar + Nuclear,No Interregional Transmission Upgrade,47.13
statedpolicy_dgsolar_nuclear_nointertrans,2050,DG Solar,SP + High Solar + Nuclear,No Interregional Transmission Upgrade,39.96
statedpolicy_doublezcfcost,2030,DG Solar,Stated Policy (SP),Doubled ZCF Fuel Price,73.3
statedpolicy_doublezcfcost,2040,DG Solar,Stated Policy (SP),Doubled ZCF Fuel Price,
statedpolicy_doublezcfcost,2050,DG Solar,Stated Policy (SP),Doubled ZCF Fuel Price,
statedpolicy_highngcost,2030,DG Solar,Stated Policy (SP),High NatGas Price,69.8
statedpolicy_highngcost,2040,DG Solar,Stated Policy (SP),High NatGas Price,
statedpolicy_highngcost,2050,DG Solar,Stated Policy (SP),High NatGas Price,
statedpolicy_highrecost,2030,DG Solar,Stated Policy (SP),High RE/BESS Cost,101.26
statedpolicy_highrecost,2040,DG Solar,Stated Policy (SP),High RE/BESS Cost,
statedpolicy_highrecost,2050,DG Solar,Stated Policy (SP),High RE/BESS Cost,
statedpolicy_instaterps_doublezcfcost,2030,DG Solar,SP + 80% Instate,Doubled ZCF Fuel Price,73.3
statedpolicy_instaterps_doublezcfcost,2040,DG Solar,SP + 80% Instate,Doubled ZCF Fuel Price,
statedpolicy_instaterps_doublezcfcost,2050,DG Solar,SP + 80% Instate,Doubled ZCF Fuel Price,
statedpolicy_instaterps_highngcost,2030,DG Solar,SP + 80% Instate,High NatGas Price,69.8
statedpolicy_instaterps_highngcost,2040,DG Solar,SP + 80% Instate,High NatGas Price,
statedpolicy_instaterps_highngcost,2050,DG Solar,SP + 80% Instate,High NatGas Price,
statedpolicy_instaterps_highrecost,2030,DG Solar,SP + 80% Instate,High RE/BESS Cost,101.26
statedpolicy_instaterps_highrecost,2040,DG Solar,SP + 80% Instate,High RE/BESS Cost,
statedpolicy_instaterps_highrecost,2050,DG Solar,SP + 80% Instate,High RE/BESS Cost,
statedpolicy_instaterps_lowngcost,2030,DG Solar,SP + 80% Instate,Low NatGas Price,76.94
statedpolicy_instaterps_lowngcost,2040,DG Solar,SP + 80% Instate,Low NatGas Price,
statedpolicy_instaterps_lowngcost,2050,DG Solar,SP + 80% Instate,Low NatGas Price,
statedpolicy_instaterps_lowrecost,2030,DG Solar,SP + 80% Instate,Low RE/BESS Cost,64.57
statedpolicy_instaterps_lowrecost,2040,DG Solar,SP + 80% Instate,Low RE/BESS Cost,
statedpolicy_instaterps_lowrecost,2050,DG Solar,SP + 80% Instate,Low RE/BESS Cost,
statedpolicy_instaterps_mid,2030,DG Solar,SP + 80% Instate,Mid,73.3
statedpolicy_instaterps_mid,2040,DG Solar,SP + 80% Instate,Mid,
statedpolicy_instaterps_mid,2050,DG Solar,SP + 80% Instate,Mid,
statedpolicy_instaterps_noflexibleload,2030,DG Solar,SP + 80% Instate,No Flexible Load,73.64
statedpolicy_instaterps_noflexibleload,2040,DG Solar,SP + 80% Instate,No Flexible Load,
statedpolicy_instaterps_noflexibleload,2050,DG Solar,SP + 80% Instate,No Flexible Load,
statedpolicy_instaterps_nointertrans,2030,DG Solar,SP + 80% Instate,No Interregional Transmission Upgrade,73.65
statedpolicy_instaterps_nointertrans,2040,DG Solar,SP + 80% Instate,No Interregional Transmission Upgrade,
statedpolicy_instaterps_nointertrans,2050,DG Solar,SP + 80% Instate,No Interregional Transmission Upgrade,
statedpolicy_lowngcost,2030,DG Solar,Stated Policy (SP),Low NatGas Price,76.94
statedpolicy_lowngcost,2040,DG Solar,Stated Policy (SP),Low NatGas Price,
statedpolicy_lowngcost,2050,DG Solar,Stated Policy (SP),Low NatGas Price,
statedpolicy_lowrecost,2030,DG Solar,Stated Policy (SP),Low RE/BESS Cost,64.57
statedpolicy_lowrecost,2040,DG Solar,Stated Policy (SP),Low RE/BESS Cost,
statedpolicy_lowrecost,2050,DG Solar,Stated Policy (SP),Low RE/BESS Cost,
statedpolicy_mid,2030,DG Solar,Stated Policy (SP),Mid,73.3
statedpolicy_mid,2040,DG Solar,Stated Policy (SP),Mid,
statedpolicy_mid,2050,DG Solar,Stated Policy (SP),Mid,
statedpolicy_noflexibleload,2030,DG Solar,Stated Policy (SP),No Flexible Load,73.64
statedpolicy_noflexibleload,2040,DG Solar,Stated Policy (SP),No Flexible Load,
statedpolicy_noflexibleload,2050,DG Solar,Stated Policy (SP),No Flexible Load,
statedpolicy_nointertrans,2030,DG Solar,Stated Policy (SP),No Interregional Transmission Upgrade,73.65
statedpolicy_nointertrans,2040,DG Solar,Stated Policy (SP),No Interregional Transmission Upgrade,
statedpolicy_nointertrans,2050,DG Solar,Stated Policy (SP),No Interregional Transmission Upgrade,
statedpolicy_nuclear_doublezcfcost,2030,DG Solar,SP + Nuclear,Doubled ZCF Fuel Price,73.3
statedpolicy_nuclear_doublezcfcost,2040,DG Solar,SP + Nuclear,Doubled ZCF Fuel Price,
statedpolicy_nuclear_doublezcfcost,2050,DG Solar,SP + Nuclear,Doubled ZCF Fuel Price,
statedpolicy_nuclear_highngcost,2030,DG Solar,SP + Nuclear,High NatGas Price,69.8
statedpolicy_nuclear_highngcost,2040,DG Solar,SP + Nuclear,High NatGas Price,
statedpolicy_nuclear_highngcost,2050,DG Solar,SP + Nuclear,High NatGas Price,
statedpolicy_nuclear_highrecost,2030,DG Solar,SP + Nuclear,High RE/BESS Cost,101.26
statedpolicy_nuclear_highrecost,2040,DG Solar,SP + Nuclear,High RE/BESS Cost,
statedpolicy_nuclear_highrecost,2050,DG Solar,SP + Nuclear,High RE/BESS Cost,
statedpolicy_nuclear_instaterps_doublezcfcost,2030,DG Solar,SP + Nuclear + 80% Instate,Doubled ZCF Fuel Price,73.3
statedpolicy_nuclear_instaterps_doublezcfcost,2040,DG Solar,SP + Nuclear + 80% Instate,Doubled ZCF Fuel Price,
statedpolicy_nuclear_instaterps_doublezcfcost,2050,DG Solar,SP + Nuclear + 80% Instate,Doubled ZCF Fuel Price,
statedpolicy_nuclear_instaterps_highngcost,2030,DG Solar,SP + Nuclear + 80% Instate,High NatGas Price,69.8
statedpolicy_nuclear_instaterps_highngcost,2040,DG Solar,SP + Nuclear + 80% Instate,High NatGas Price,
statedpolicy_nuclear_instaterps_highngcost,2050,DG Solar,SP + Nuclear + 80% Instate,High NatGas Price,
statedpolicy_nuclear_instaterps_highrecost,2030,DG Solar,SP + Nuclear + 80% Instate,High RE/BESS Cost,101.26
statedpolicy_nuclear_instaterps_highrecost,2040,DG Solar,SP + Nuclear + 80% Instate,High RE/BESS Cost,
statedpolicy_nuclear_instaterps_highrecost,2050,DG Solar,SP + Nuclear + 80% Instate,High RE/BESS Cost,
statedpolicy_nuclear_instaterps_lowngcost,2030,DG Solar,SP + Nuclear + 80% Instate,Low NatGas Price,76.94
statedpolicy_nuclear_instaterps_lowngcost,2040,DG Solar,SP + Nuclear + 80% Instate,Low NatGas Price,
statedpolicy_nuclear_instaterps_lowngcost,2050,DG Solar,SP + Nuclear + 80% Instate,Low NatGas Price,
statedpolicy_nuclear_instaterps_lowrecost,2030,DG Solar,SP + Nuclear + 80% Instate,Low RE/BESS Cost,64.57
statedpolicy_nuclear_instaterps_lowrecost,2040,DG Solar,SP + Nuclear + 80% Instate,Low RE/BESS Cost,
statedpolicy_nuclear_instaterps_lowrecost,2050,DG Solar,SP + Nuclear + 80% Instate,Low RE/BESS Cost,
statedpolicy_nuclear_instaterps_mid,2030,DG Solar,SP + Nuclear + 80% Instate,Mid,73.3
statedpolicy_nuclear_instaterps_mid,2040,DG Solar,SP + Nuclear + 80% Instate,Mid,
statedpolicy_nuclear_instaterps_mid,2050,DG Solar,SP + Nuclear + 80% Instate,Mid,
statedpolicy_nuclear_instaterps_noflexibleload,2030,DG Solar,SP + Nuclear + 80% Instate,No Flexible Load,73.64
statedpolicy_nuclear_instaterps_noflexibleload,2040,DG Solar,SP + Nuclear + 80% Instate,No Flexible Load,
statedpolicy_nuclear_instaterps_noflexibleload,2050,DG Solar,SP + Nuclear + 80% Instate,No Flexible Load,
statedpolicy_nuclear_instaterps_nointertrans,2030,DG Solar,SP + Nuclear + 80% Instate,No Interregional Transmission Upgrade,73.65
statedpolicy_nuclear_instaterps_nointertrans,2040,DG Solar,SP + Nuclear + 80% Instate,No Interregional Transmission Upgrade,
statedpolicy_nuclear_instaterps_nointertrans,2050,DG Solar,SP + Nuclear + 80% Instate,No Interregional Transmission Upgrade,
statedpolicy_nuclear_lowngcost,2030,DG Solar,SP + Nuclear,Low NatGas Price,76.94
statedpolicy_nuclear_lowngcost,2040,DG Solar,SP + Nuclear,Low NatGas Price,
statedpolicy_nuclear_lowngcost,2050,DG Solar,SP + Nuclear,Low NatGas Price,
statedpolicy_nuclear_lowrecost,2030,DG Solar,SP + Nuclear,Low RE/BESS Cost,64.57
statedpolicy_nuclear_lowrecost,2040,DG Solar,SP + Nuclear,Low RE/BESS Cost,
statedpolicy_nuclear_lowrecost,2050,DG Solar,SP + Nuclear,Low RE/BESS Cost,
statedpolicy_nuclear_mid,2030,DG Solar,SP + Nuclear,Mid,73.3
statedpolicy_nuclear_mid,2040,DG Solar,SP + Nuclear,Mid,
statedpolicy_nuclear_mid,2050,DG Solar,SP + Nuclear,Mid,
statedpolicy_nuclear_noflexibleload,2030,DG Solar,SP + Nuclear,No Flexible Load,73.64
statedpolicy_nuclear_noflexibleload,2040,DG Solar,SP + Nuclear,No Flexible Load,
statedpolicy_nuclear_noflexibleload,2050,DG Solar,SP + Nuclear,No Flexible Load,
statedpolicy_nuclear_nointertrans,2030,DG Solar,SP + Nuclear,No Interregional Transmission Upgrade,73.65
statedpolicy_nuclear_nointertrans,2040,DG Solar,SP + Nuclear,No Interregional Transmission Upgrade,
statedpolicy_nuclear_nointertrans,2050,DG Solar,SP + Nuclear,No Interregional Transmission Upgrade,
